Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
287,6,287-6,Leaf,,,,,0.0124201812,2.36865091,
287,7,287-7,cost_per_road_hour,49.9392853,287-9,287-10,287-10,0.409713328,24.0981884,
287,8,287-8,Leaf,,,,,0.0153931053,2.87309742,
287,9,287-9,vehicle_utilization,0.95466727,287-11,287-12,287-12,0.443450719,21.6242828,
287,10,287-10,Leaf,,,,,-0.0190584324,2.47390628,
287,11,287-11,Leaf,,,,,-0.0175778978,2.01425648,
287,12,287-12,Leaf,,,,,-0.00113889237,19.6100254,
288,0,288-0,road_hours_per_vehicle,9.00397682,288-1,288-2,288-2,1.12209165,34.6393394,
288,1,288-1,Leaf,,,,,-0.0257391427,2.177423,
288,2,288-2,vehicle_utilization,0.95466727,288-3,288-4,288-4,0.907469213,32.4619141,
288,3,288-3,Leaf,,,,,-0.0200898498,2.46961284,
288,4,288-4,billed_utilization,1.05165946,288-5,288-6,288-6,1.05181921,29.9923019,
288,5,288-5,Leaf,,,,,-0.0201513246,2.1675632,
288,6,288-6,high_acuity_share,0.050309673,288-7,288-8,288-8,1.0165596,27.8247395,
288,7,288-7,Leaf,,,,,-0.015724441,2.64313245,
288,8,288-8,non_billable_noshow,0.0997218192,288-9,288-10,288-10,1.30003214,25.1816063,
288,9,288-9,Leaf,,,,,0.0101425694,21.4218121,
288,10,288-10,Leaf,,,,,-0.0124490382,3.75979424,
289,0,289-0,revenue_per_kent_leg,98.4024734,289-1,289-2,289-2,0.881976068,35.1167183,
289,1,289-1,cost_per_road_hour,49.9392853,289-3,289-4,289-4,0.451295137,30.4153366,
289,2,289-2,contract_concentration,0.149914935,289-5,289-6,289-6,0.0181035697,4.70137978,
289,3,289-3,non_billable_noshow,0.0997218192,289-7,289-8,289-8,0.65538156,27.9159565,
289,4,289-4,Leaf,,,,,-0.0191281289,2.4993794,
289,5,289-5,Leaf,,,,,0.0138280373,2.69803619,
289,6,289-6,Leaf,,,,,0.00250510825,2.00334358,
289,7,289-7,non_billable_noshow,0.0606512651,289-9,289-10,289-10,0.628108382,24.197443,
289,8,289-8,Leaf,,,,,-0.0168574303,3.71851444,
289,9,289-9,cost_per_road_hour,42.5317039,289-11,289-12,289-12,0.512323022,21.443222,
289,10,289-10,Leaf,,,,,0.0139521891,2.75422025,
289,11,289-11,Leaf,,,,,-0.0056668818,19.2239838,
289,12,289-12,Leaf,,,,,0.0109258955,2.21923852,
290,0,290-0,contract_concentration,0.199430928,290-1,290-2,290-2,0.829517365,35.2412567,
290,1,290-1,cost_per_road_hour,49.9392853,290-3,290-4,290-4,0.834290504,33.2328949,
290,2,290-2,Leaf,,,,,-0.0217088666,2.00836301,
290,3,290-3,road_hours_per_vehicle,9.00397682,290-5,290-6,290-6,0.933059752,29.942997,
290,4,290-4,Leaf,,,,,-0.0164679717,3.28989816,
290,5,290-5,Leaf,,,,,-0.0175467748,2.25968409,
290,6,290-6,non_billable_noshow,0.0997218192,290-7,290-8,290-8,1.15514112,27.6833134,
290,7,290-7,high_acuity_share,0.050309673,290-9,290-10,290-10,1.54685664,23.5472183,
290,8,290-8,Leaf,,,,,-0.0125121428,4.13609552,
290,9,290-9,Leaf,,,,,-0.0166233145,2.40941143,
290,10,290-10,Leaf,,,,,0.011661334,21.1378059,
291,0,291-0,cost_per_road_hour,49.9392853,291-1,291-2,291-2,1.30291295,35.0665817,
291,1,291-1,revenue_per_kent_leg,70.361824,291-3,291-4,291-4,0.945385575,32.2584915,
291,2,291-2,Leaf,,,,,-0.0250558779,2.80808973,
291,3,291-3,Leaf,,,,,-0.0214073062,2.01350713,
291,4,291-4,total_volume_pool,1.20034683,291-5,291-6,291-6,0.971413016,30.2449856,
291,5,291-5,Leaf,,,,,-0.0176882576,2.55250788,
291,6,291-6,billed_utilization,1.05165946,291-7,291-8,291-8,1.07980192,27.6924763,
291,7,291-7,Leaf,,,,,-0.0164090302,2.46464968,
291,8,291-8,vehicle_utilization,0.95466727,291-9,291-10,291-10,1.27184653,25.2278271,
291,9,291-9,Leaf,,,,,-0.0155669646,2.42109179,
291,10,291-10,Leaf,,,,,0.00986077823,22.806736,
292,0,292-0,revenue_per_kent_leg,97.9469604,292-1,292-2,292-2,0.68035531,34.3177795,
292,1,292-1,cost_per_road_hour,49.9392853,292-3,292-4,292-4,0.791039169,29.4702854,
292,2,292-2,road_hours_per_vehicle,11.9131317,292-5,292-6,292-6,0.126874596,4.8474946,
292,3,292-3,billed_utilization,1.05165946,292-7,292-8,292-8,0.564984798,27.3395901,
292,4,292-4,Leaf,,,,,-0.0246749725,2.13069487,
292,5,292-5,Leaf,,,,,-0.0,2.01377916,
292,6,292-6,Leaf,,,,,0.0127284378,2.83371568,
292,7,292-7,Leaf,,,,,-0.0192074385,2.04219866,
292,8,292-8,high_acuity_share,0.050309673,292-9,292-10,292-10,0.664141297,25.2973919,
292,9,292-9,Leaf,,,,,-0.0178460535,2.16034532,
292,10,292-10,vehicle_utilization,0.959500015,292-11,292-12,292-12,0.761237502,23.1370468,
292,11,292-11,Leaf,,,,,-0.01699147,2.01158023,
292,12,292-12,Leaf,,,,,0.00377311697,21.1254673,
293,0,293-0,total_volume_pool,1.20034683,293-1,293-2,293-2,0.731086791,34.4512634,
293,1,293-1,Leaf,,,,,-0.0185015202,2.67435884,
293,2,293-2,non_billable_noshow,0.0997218192,293-3,293-4,293-4,0.855011344,31.7769032,
293,3,293-3,contract_concentration,0.198520899,293-5,293-6,293-6,1.07385683,28.1008968,
293,4,293-4,Leaf,,,,,-0.0155956829,3.67600656,
293,5,293-5,billed_utilization,1.05165946,293-7,293-8,293-8,1.0512743,26.0422363,
293,6,293-6,Leaf,,,,,-0.0190960597,2.05866027,
293,7,293-7,Leaf,,,,,-0.0152007909,2.37058973,
293,8,293-8,cost_per_road_hour,49.9392853,293-9,293-10,293-10,1.3139348,23.671648,
293,9,293-9,Leaf,,,,,0.0117755206,20.4921932,
293,10,293-10,Leaf,,,,,-0.0123069538,3.17945409,
294,0,294-0,road_hours_per_vehicle,13.086668,294-1,294-2,294-2,0.549984455,34.2333717,
294,1,294-1,high_acuity_share,0.188543826,294-3,294-4,294-4,0.595631838,29.7358856,
294,2,294-2,road_hours_per_vehicle,14.5510473,294-5,294-6,294-6,0.313894451,4.49748421,
294,3,294-3,high_acuity_share,0.050309673,294-7,294-8,294-8,0.459372431,5.03067541,
294,4,294-4,road_hours_per_vehicle,9.08132839,294-9,294-10,294-10,0.426639497,24.7052097,
294,5,294-5,Leaf,,,,,0.0159442909,2.37932611,
294,6,294-6,Leaf,,,,,-0.00135979848,2.1181581,
294,7,294-7,Leaf,,,,,-0.00533991819,2.10380316,
294,8,294-8,Leaf,,,,,0.0146052642,2.92687225,
294,9,294-9,Leaf,,,,,-0.0217035115,2.07704854,
294,10,294-10,road_hours_per_vehicle,12.2067299,294-11,294-12,294-12,0.592386484,22.6281624,
294,11,294-11,Leaf,,,,,0.00881165918,2.94880772,
294,12,294-12,total_volume_pool,1.30254567,294-13,294-14,294-14,0.041466713,19.6793537,
294,13,294-13,Leaf,,,,,-0.00095725921,2.9513762,
294,14,294-14,Leaf,,,,,-0.00846205372,16.7279778,
295,0,295-0,cost_per_road_hour,49.9392853,295-1,295-2,295-2,0.811737001,34.4910622,
295,1,295-1,total_volume_pool,1.20034683,295-3,295-4,295-4,0.764639735,31.5661774,
295,2,295-2,Leaf,,,,,-0.0194836818,2.92488742,
295,3,295-3,Leaf,,,,,-0.0175856762,2.53720784,
295,4,295-4,high_acuity_share,0.050309673,295-5,295-6,295-6,0.915907681,29.0289688,
295,5,295-5,Leaf,,,,,-0.0169772469,2.50760603,
295,6,295-6,road_hours_per_vehicle,9.00397682,295-7,295-8,295-8,1.11200476,26.5213623,
295,7,295-7,Leaf,,,,,-0.0172759537,2.21353674,
295,8,295-8,revenue_per_kent_leg,70.6035995,295-9,295-10,295-10,1.70061958,24.3078251,
295,9,295-9,Leaf,,,,,-0.0203108303,2.05619931,
295,10,295-10,Leaf,,,,,0.0105474358,22.251627,
296,0,296-0,high_acuity_share,0.050309673,296-1,296-2,296-2,0.594055891,33.948185,
296,1,296-1,Leaf,,,,,-0.0167929251,2.52192211,
296,2,296-2,high_acuity_share,0.191356495,296-3,296-4,296-4,0.794829249,31.4262638,
296,3,296-3,vehicle_utilization,1.15344083,296-5,296-6,296-6,0.29496783,4.82854462,
296,4,296-4,vehicle_utilization,0.95466727,296-7,296-8,296-8,0.44375819,26.5977192,
296,5,296-5,Leaf,,,,,-0.0,2.00304532,
296,6,296-6,Leaf,,,,,0.0195155609,2.8254993,
296,7,296-7,Leaf,,,,,-0.016761044,2.030195,
296,8,296-8,vehicle_utilization,1.14033055,296-9,296-10,296-10,0.582868874,24.567524,
296,9,296-9,Leaf,,,,,0.0137977432,2.53354526,
296,10,296-10,cost_per_road_hour,40.3514633,296-11,296-12,296-12,0.304711312,22.0339794,
296,11,296-11,Leaf,,,,,-0.00562355155,17.5111332,
296,12,296-12,Leaf,,,,,0.00477891508,4.52284622,
297,0,297-0,non_billable_noshow,0.0997218192,297-1,297-2,297-2,1.50258541,34.1017456,
297,1,297-1,non_billable_noshow,0.0536742359,297-3,297-4,297-4,0.772094905,30.5792427,
297,2,297-2,Leaf,,,,,-0.025900241,3.52250195,
297,3,297-3,road_hours_per_vehicle,9.08132839,297-5,297-6,297-6,0.616158128,25.6972942,
297,4,297-4,contract_concentration,0.130105123,297-7,297-8,297-8,0.237280518,4.88194704,
297,5,297-5,Leaf,,,,,-0.0209411047,2.02491784,
297,6,297-6,high_acuity_share,0.050309673,297-9,297-10,297-10,0.648146689,23.6723766,
297,7,297-7,Leaf,,,,,0.0171648636,2.750072,
297,8,297-8,Leaf,,,,,-0.0,2.13187504,
297,9,297-9,Leaf,,,,,-0.0179231241,2.27205038,
297,10,297-10,vehicle_utilization,0.95466727,297-11,297-12,297-12,0.818334162,21.4003258,
297,11,297-11,Leaf,,,,,-0.0172689203,2.26028204,
297,12,297-12,Leaf,,,,,0.00373713789,19.1400452,
298,0,298-0,road_hours_per_vehicle,9.04240704,298-1,298-2,298-2,0.739780486,33.0613289,
298,1,298-1,Leaf,,,,,-0.0232236311,2.06991529,
298,2,298-2,cost_per_road_hour,49.9392853,298-3,298-4,298-4,0.752991378,30.9914131,
298,3,298-3,contract_concentration,0.199430928,298-5,298-6,298-6,0.9369784,28.1544552,
298,4,298-4,Leaf,,,,,-0.0188881569,2.83695745,
298,5,298-5,vehicle_utilization,0.95466727,298-7,298-8,298-8,1.12222016,26.1440773,
298,6,298-6,Leaf,,,,,-0.0207912158,2.0103786,
298,7,298-7,Leaf,,,,,-0.0187684111,2.38608432,
298,8,298-8,non_billable_noshow,0.0997218192,298-9,298-10,298-10,1.43293941,23.7579937,
298,9,298-9,Leaf,,,,,0.00943442713,20.1570015,
298,10,298-10,Leaf,,,,,-0.0146984225,3.60099125,
299,0,299-0,road_hours_per_vehicle,13.086668,299-1,299-2,299-2,0.6365031,33.1739273,
299,1,299-1,non_billable_noshow,0.0997218192,299-3,299-4,299-4,0.378678471,28.6747856,
299,2,299-2,road_hours_per_vehicle,14.5510473,299-5,299-6,299-6,0.189394504,4.49914122,
299,3,299-3,non_billable_noshow,0.0744389966,299-7,299-8,299-8,0.571660638,25.8298817,
299,4,299-4,Leaf,,,,,-0.0162479822,2.84490514,
299,5,299-5,Leaf,,,,,0.0155325932,2.37419939,
299,6,299-6,Leaf,,,,,-0.0,2.12494183,
299,7,299-7,high_acuity_share,0.050309673,299-9,299-10,299-10,0.335569948,23.6428318,
299,8,299-8,Leaf,,,,,0.0127750188,2.18704963,
299,9,299-9,Leaf,,,,,-0.0167595372,2.12533212,
299,10,299-10,high_acuity_share,0.191356495,299-11,299-12,299-12,0.501467764,21.5174999,
299,11,299-11,Leaf,,,,,0.0121161267,2.01374865,
299,12,299-12,Leaf,,,,,-0.004734986,19.5037498,
300,0,300-0,billed_utilization,1.05165946,300-1,300-2,300-2,0.726821423,33.2335167,
300,1,300-1,Leaf,,,,,-0.0190306772,2.24205518,
300,2,300-2,contract_concentration,0.198520899,300-3,300-4,300-4,0.863882184,30.9914627,
300,3,300-3,vehicle_utilization,0.95466727,300-5,300-6,300-6,0.859782219,28.9089241,
300,4,300-4,Leaf,,,,,-0.019131925,2.08253789,
300,5,300-5,Leaf,,,,,-0.0154319927,2.53583574,
300,6,300-6,road_hours_per_vehicle,9.00397682,300-7,300-8,300-8,1.04286492,26.3730888,
300,7,300-7,Leaf,,,,,-0.0162805021,2.08724928,
300,8,300-8,revenue_per_kent_leg,71.053093,300-9,300-10,300-10,0.88451153,24.2858391,
300,9,300-9,Leaf,,,,,-0.0114928586,2.27010107,
300,10,300-10,Leaf,,,,,0.0102150161,22.0157375,
301,0,301-0,total_volume_pool,1.20034683,301-1,301-2,301-2,0.645610809,34.4874306,
301,1,301-1,Leaf,,,,,-0.0178864021,2.60007572,
301,2,301-2,total_volume_pool,1.44879627,301-3,301-4,301-4,0.734501421,31.8873539,
301,3,301-3,Leaf,,,,,0.0140333222,3.64093161,
301,4,301-4,billed_utilization,1.05165946,301-5,301-6,301-6,0.591266751,28.2464218,
301,5,301-5,Leaf,,,,,-0.0188570525,2.06648207,
301,6,301-6,vehicle_utilization,0.95466727,301-7,301-8,301-8,0.615951717,26.1799393,
301,7,301-7,Leaf,,,,,-0.0165718626,2.22311187,
301,8,301-8,road_hours_per_vehicle,9.00397682,301-9,301-10,301-10,0.71935761,23.9568291,
301,9,301-9,Leaf,,,,,-0.0159789994,2.05435419,
301,10,301-10,Leaf,,,,,0.00402623927,21.9024734,
302,0,302-0,total_volume_pool,1.78071427,302-1,302-2,302-2,0.631103039,33.3531914,
302,1,302-1,vehicle_utilization,0.95466727,302-3,302-4,302-4,0.453270555,30.3436394,
302,2,302-2,Leaf,,,,,0.0121584488,3.00955153,
302,3,302-3,Leaf,,,,,-0.0185736679,2.07646608,
302,4,302-4,total_volume_pool,1.20034683,302-5,302-6,302-6,0.605311215,28.2671738,
302,5,302-5,Leaf,,,,,-0.0174256377,2.51606083,
302,6,302-6,total_volume_pool,1.42310417,302-7,302-8,302-8,0.653925717,25.751112,
302,7,302-7,Leaf,,,,,0.014193641,3.11154318,
302,8,302-8,vehicle_utilization,1.12714589,302-9,302-10,302-10,0.48538506,22.6395683,
302,9,302-9,Leaf,,,,,0.0116515858,2.00661516,
302,10,302-10,Leaf,,,,,-0.00487544155,20.6329536,
303,0,303-0,road_hours_per_vehicle,9.09000015,303-1,303-2,303-2,0.71547693,32.5675621,
303,1,303-1,Leaf,,,,,-0.0203222763,2.03215313,
303,2,303-2,total_volume_pool,1.20034683,303-3,303-4,303-4,0.886359692,30.5354099,
303,3,303-3,Leaf,,,,,-0.0183957238,2.68208027,
303,4,303-4,revenue_per_kent_leg,70.6035995,303-5,303-6,303-6,1.08492506,27.8533287,
303,5,303-5,Leaf,,,,,-0.019772388,2.05116868,
303,6,303-6,vehicle_utilization,0.95466727,303-7,303-8,303-8,1.07531571,25.8021603,
303,7,303-7,Leaf,,,,,-0.016186947,2.28235435,
303,8,303-8,non_billable_noshow,0.0997218192,303-9,303-10,303-10,0.808071792,23.5198059,
303,9,303-9,Leaf,,,,,0.0106643829,19.9069977,
303,10,303-10,Leaf,,,,,-0.0075428593,3.61280775,
304,0,304-0,road_hours_per_vehicle,13.086668,304-1,304-2,304-2,0.620415688,33.4239197,
304,1,304-1,cost_per_road_hour,49.9392853,304-3,304-4,304-4,0.324133992,29.041256,
304,2,304-2,road_hours_per_vehicle,14.5510473,304-5,304-6,304-6,0.175374776,4.3826623,
304,3,304-3,non_billable_noshow,0.0997218192,304-7,304-8,304-8,0.463693231,26.4277401,
304,4,304-4,Leaf,,,,,-0.0156699363,2.61351728,
304,5,304-5,Leaf,,,,,0.0154591333,2.29763269,
304,6,304-6,Leaf,,,,,-0.0,2.0850296,
304,7,304-7,road_hours_per_vehicle,9.00397682,304-9,304-10,304-10,0.591165245,22.9931717,
304,8,304-8,Leaf,,,,,-0.0141194519,3.43456769,
304,9,304-9,Leaf,,,,,-0.0160565488,2.07914972,
304,10,304-10,vehicle_utilization,0.95466727,304-11,304-12,304-12,0.720479727,20.9140224,
304,11,304-11,Leaf,,,,,-0.0148487026,2.16200924,
304,12,304-12,Leaf,,,,,0.005065965,18.7520123,
305,0,305-0,total_volume_pool,1.20034683,305-1,305-2,305-2,1.53774738,33.4061737,
305,1,305-1,Leaf,,,,,-0.0273872875,2.42712903,
305,2,305-2,contract_concentration,0.198520899,305-3,305-4,305-4,0.868028641,30.9790459,
305,3,305-3,cost_per_road_hour,49.9392853,305-5,305-6,305-6,0.877235293,28.9212132,
305,4,305-4,Leaf,,,,,-0.0194764305,2.05783248,
305,5,305-5,non_billable_noshow,0.0997218192,305-7,305-8,305-8,1.00587416,26.0560513,
305,6,305-6,Leaf,,,,,-0.0149639938,2.86516261,
305,7,305-7,revenue_per_kent_leg,70.6035995,305-9,305-10,305-10,1.02176809,22.0219955,
305,8,305-8,Leaf,,,,,-0.0109834438,4.03405523,
305,9,305-9,Leaf,,,,,-0.0121431584,2.25247383,
305,10,305-10,Leaf,,,,,0.0114519168,19.7695217,
306,0,306-0,high_acuity_share,0.050309673,306-1,306-2,306-2,0.635592461,33.1299286,
306,1,306-1,Leaf,,,,,-0.0187247787,2.3643682,
306,2,306-2,high_acuity_share,0.191356495,306-3,306-4,306-4,0.715902686,30.7655582,
306,3,306-3,Leaf,,,,,0.0122751901,4.3785696,
306,4,306-4,road_hours_per_vehicle,13.086668,306-5,306-6,306-6,0.440256864,26.3869896,
306,5,306-5,non_billable_noshow,0.0997218192,306-7,306-8,306-8,0.205741942,23.898098,
306,6,306-6,Leaf,,,,,0.00938192103,2.48889065,
306,7,306-7,road_hours_per_vehicle,9.11778259,306-9,306-10,306-10,0.251926243,20.5279484,
306,8,306-8,Leaf,,,,,-0.0133956755,3.37014961,
306,9,306-9,Leaf,,,,,-0.0135742687,2.00983381,
306,10,306-10,Leaf,,,,,-0.000996305491,18.518116,
307,0,307-0,cost_per_road_hour,49.9392853,307-1,307-2,307-2,0.722894728,32.5600929,
307,1,307-1,total_volume_pool,1.20034683,307-3,307-4,307-4,0.75588721,29.6617622,
307,2,307-2,Leaf,,,,,-0.0172116179,2.89833069,
307,3,307-3,Leaf,,,,,-0.0165250953,2.40384746,
307,4,307-4,high_acuity_share,0.050309673,307-5,307-6,307-6,0.787564516,27.2579155,
307,5,307-5,Leaf,,,,,-0.0140013238,2.60532522,
307,6,307-6,contract_concentration,0.197999999,307-7,307-8,307-8,0.763444781,24.6525898,
307,7,307-7,non_billable_noshow,0.0997218192,307-9,307-10,307-10,0.917502105,22.5759239,
307,8,307-8,Leaf,,,,,-0.0127411382,2.07666516,
307,9,307-9,Leaf,,,,,0.0113869915,18.8370056,
307,10,307-10,Leaf,,,,,-0.0079220254,3.7389183,
308,0,308-0,cost_per_road_hour,49.9392853,308-1,308-2,308-2,0.723504066,32.8163223,
308,1,308-1,total_volume_pool,1.20034683,308-3,308-4,308-4,0.674684167,30.0715027,
308,2,308-2,Leaf,,,,,-0.0188532528,2.74481916,
308,3,308-3,Leaf,,,,,-0.0167507008,2.44110703,
308,4,308-4,road_hours_per_vehicle,9.00397682,308-5,308-6,308-6,0.685625792,27.6303959,
308,5,308-5,Leaf,,,,,-0.0157325771,2.04245257,
308,6,308-6,revenue_per_kent_leg,70.6035995,308-7,308-8,308-8,1.29990375,25.587944,
308,7,308-7,Leaf,,,,,-0.0202063322,2.01550317,
308,8,308-8,contract_concentration,0.197999999,308-9,308-10,308-10,1.06542802,23.5724411,
308,9,308-9,Leaf,,,,,0.00975431409,21.3216,
308,10,308-10,Leaf,,,,,-0.0141133843,2.25083995,
309,0,309-0,vehicle_utilization,0.95466727,309-1,309-2,309-2,0.670547485,31.7899227,
309,1,309-1,Leaf,,,,,-0.01957394,2.2377789,
309,2,309-2,revenue_per_kent_leg,97.9469604,309-3,309-4,309-4,0.63741231,29.552145,
309,3,309-3,non_billable_noshow,0.0997218192,309-5,309-6,309-6,0.628454149,25.5806408,
309,4,309-4,Leaf,,,,,0.0120378584,3.97150302,
309,5,309-5,cost_per_road_hour,49.9392853,309-7,309-8,309-8,0.603093386,22.6247578,
309,6,309-6,Leaf,,,,,-0.0175913032,2.95588279,
309,7,309-7,high_acuity_share,0.050309673,309-9,309-10,309-10,0.482399493,20.2562981,
309,8,309-8,Leaf,,,,,-0.0157667007,2.36846089,
309,9,309-9,Leaf,,,,,-0.0115212388,2.30147624,
309,10,309-10,Leaf,,,,,0.00450839568,17.9548206,
310,0,310-0,contract_concentration,0.198520899,310-1,310-2,310-2,0.544355154,32.541893,
310,1,310-1,billed_utilization,1.05165946,310-3,310-4,310-4,0.674554288,30.5062084,
310,2,310-2,Leaf,,,,,-0.0183430184,2.03568387,
310,3,310-3,Leaf,,,,,-0.0173612926,2.34713888,
310,4,310-4,vehicle_utilization,0.95466727,310-5,310-6,310-6,0.763780832,28.1590691,
310,5,310-5,Leaf,,,,,-0.0163207259,2.32379436,
310,6,310-6,total_volume_pool,1.20034683,310-7,310-8,310-8,0.765993774,25.8352757,
310,7,310-7,Leaf,,,,,-0.0144256055,2.15597224,
310,8,310-8,high_acuity_share,0.050309673,310-9,310-10,310-10,0.961001098,23.6793022,
310,9,310-9,Leaf,,,,,-0.0130820833,2.51909423,
310,10,310-10,Leaf,,,,,0.00883232057,21.1602097,
311,0,311-0,total_volume_pool,1.62951708,311-1,311-2,311-2,0.45718053,32.1563225,
311,1,311-1,total_volume_pool,1.20034683,311-3,311-4,311-4,0.304482043,27.2567806,
311,2,311-2,vehicle_utilization,1.19623148,311-5,311-6,311-6,0.0940064192,4.89954329,
311,3,311-3,Leaf,,,,,-0.0166677479,2.43911767,
311,4,311-4,total_volume_pool,1.60599995,311-7,311-8,311-8,0.747826457,24.8176613,
311,5,311-5,Leaf,,,,,-0.0,2.08875871,
311,6,311-6,Leaf,,,,,0.0101562692,2.81078482,
311,7,311-7,cost_per_road_hour,41.3262901,311-9,311-10,311-10,0.121103138,5.05953598,
311,8,311-8,cost_per_road_hour,49.9392853,311-11,311-12,311-12,0.0510120392,19.7581253,
311,9,311-9,Leaf,,,,,0.0126207061,2.96414351,
311,10,311-10,Leaf,,,,,-0.0,2.0953927,
311,11,311-11,non_billable_noshow,0.0997218192,311-13,311-14,311-14,0.0909319818,17.6697769,
311,12,311-12,Leaf,,,,,-0.0134551786,2.08834958,
311,13,311-13,Leaf,,,,,-0.00301755709,14.6166973,
311,14,311-14,Leaf,,,,,-0.0110231098,3.05307889,
312,0,312-0,vehicle_utilization,0.95466727,312-1,312-2,312-2,0.501369417,32.8098221,
312,1,312-1,Leaf,,,,,-0.0164787844,2.38802052,
312,2,312-2,billed_utilization,1.05165946,312-3,312-4,312-4,0.568532169,30.4217987,
312,3,312-3,Leaf,,,,,-0.0156523027,2.35403895,
312,4,312-4,road_hours_per_vehicle,9.00397682,312-5,312-6,312-6,0.685418308,28.0677605,
312,5,312-5,Leaf,,,,,-0.0159349218,2.05858326,
312,6,312-6,high_acuity_share,0.050309673,312-7,312-8,312-8,0.750789642,26.0091782,
312,7,312-7,Leaf,,,,,-0.0131360004,2.56786871,
312,8,312-8,non_billable_noshow,0.0997218192,312-9,312-10,312-10,1.0028218,23.441309,
312,9,312-9,Leaf,,,,,0.00972167496,19.5154152,
312,10,312-10,Leaf,,,,,-0.0100041609,3.92589307,
313,0,313-0,contract_concentration,0.198520899,313-1,313-2,313-2,0.543605208,32.615097,
313,1,313-1,billed_utilization,1.05165946,313-3,313-4,313-4,0.649260044,30.6086311,
313,2,313-2,Leaf,,,,,-0.017913064,2.00646615,
313,3,313-3,Leaf,,,,,-0.0169149004,2.24924254,
313,4,313-4,total_volume_pool,1.20034683,313-5,313-6,313-6,0.67831713,28.3593884,
313,5,313-5,Leaf,,,,,-0.0151817231,2.24710083,
313,6,313-6,high_acuity_share,0.050309673,313-7,313-8,313-8,0.819547772,26.1122875,
313,7,313-7,Leaf,,,,,-0.0143532176,2.34234738,
313,8,313-8,non_billable_noshow,0.0997218192,313-9,313-10,313-10,0.973569214,23.7699394,
313,9,313-9,Leaf,,,,,0.00976427551,19.8716183,
313,10,313-10,Leaf,,,,,-0.00968690589,3.89832115,
314,0,314-0,revenue_per_kent_leg,70.361824,314-1,314-2,314-2,0.674690723,32.5475273,
314,1,314-1,Leaf,,,,,-0.0213389937,2.02050781,
314,2,314-2,non_billable_noshow,0.0997218192,314-3,314-4,314-4,0.856123209,30.5270195,
314,3,314-3,revenue_per_kent_leg,81.2145462,314-5,314-6,314-6,0.704730988,26.9828835,
314,4,314-4,Leaf,,,,,-0.01744489,3.54413581,
314,5,314-5,Leaf,,,,,0.0168251209,2.66577959,
314,6,314-6,total_volume_pool,1.20034683,314-7,314-8,314-8,0.453309476,24.3171024,
314,7,314-7,Leaf,,,,,-0.0150403278,2.22290349,
314,8,314-8,road_hours_per_vehicle,9.11778259,314-9,314-10,314-10,0.532105446,22.0942001,
314,9,314-9,Leaf,,,,,-0.0145109706,2.02678037,
314,10,314-10,Leaf,,,,,0.00288171438,20.0674191,
315,0,315-0,total_volume_pool,1.20034683,315-1,315-2,315-2,0.440847397,32.0607338,
315,1,315-1,Leaf,,,,,-0.0159207992,2.34286046,
315,2,315-2,total_volume_pool,1.44879627,315-3,315-4,315-4,0.705215693,29.7178726,
315,3,315-3,Leaf,,,,,0.0134898433,3.46874046,
315,4,315-4,road_hours_per_vehicle,13.2308683,315-5,315-6,315-6,0.473440528,26.2491322,
315,5,315-5,cost_per_road_hour,49.9392853,315-7,315-8,315-8,0.234009117,23.4019737,
315,6,315-6,Leaf,,,,,0.00927929115,2.84715843,
315,7,315-7,cost_per_road_hour,40.5165443,315-9,315-10,315-10,0.313955188,21.0857601,
315,8,315-8,Leaf,,,,,-0.0154332863,2.31621218,
315,9,315-9,Leaf,,,,,-0.00514180399,18.9878101,
315,10,315-10,Leaf,,,,,0.00799194165,2.0979495,
316,0,316-0,vehicle_utilization,0.95466727,316-1,316-2,316-2,0.503884673,31.3740158,
316,1,316-1,Leaf,,,,,-0.0168768167,2.31835508,
316,2,316-2,non_billable_noshow,0.0997218192,316-3,316-4,316-4,0.629482448,29.0556602,
316,3,316-3,high_acuity_share,0.050309673,316-5,316-6,316-6,0.689114451,25.5180702,
316,4,316-4,Leaf,,,,,-0.0141323404,3.53759003,
316,5,316-5,Leaf,,,,,-0.0145262619,2.40386081,
316,6,316-6,billed_utilization,1.05165946,316-7,316-8,316-8,0.880802095,23.1142101,
316,7,316-7,Leaf,,,,,-0.0145517513,2.27109075,
316,8,316-8,total_volume_pool,1.20034683,316-9,316-10,316-10,1.04277134,20.8431187,
316,9,316-9,Leaf,,,,,-0.0139517039,2.11409616,
316,10,316-10,Leaf,,,,,0.0102956183,18.729023,
317,0,317-0,billed_utilization,1.05165946,317-1,317-2,317-2,0.64250493,31.4632244,
317,1,317-1,Leaf,,,,,-0.020044595,2.05856586,
317,2,317-2,vehicle_utilization,0.95466727,317-3,317-4,317-4,0.439199299,29.4046593,
317,3,317-3,Leaf,,,,,-0.0140981842,2.46189642,
317,4,317-4,vehicle_utilization,1.20474994,317-5,317-6,317-6,0.56899792,26.9427624,
317,5,317-5,vehicle_utilization,1.05157483,317-7,317-8,317-8,0.00463467836,4.46435547,
317,6,317-6,billed_utilization,1.25524998,317-9,317-10,317-10,0.420081735,22.4784069,
317,7,317-7,Leaf,,,,,0.015371006,2.07463384,
317,8,317-8,Leaf,,,,,0.0038402793,2.38972139,
317,9,317-9,Leaf,,,,,0.00982782617,2.70541954,
